Nombre Estacion	Provincia	Fecha	Estacion	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	Cluster_SOM_1
Ushuaia_Aero_II	Ushuaia	10104	Verano	10,7	3,7	997,9	991,1	16,1	5,2	9,3	14	7,7	0	1	0	0	c_som_1_2
Chamical_Aero	La_Rioja	10104	Verano	31,1	15,4	1005,4	954,8	20	2,2	6,2	37,8	22,3	0	0	0	0	c_som_3_1
Formosa_Aero	Formosa	10104	Verano	29,5	23,2	1011	1004,2	14,3	4,3	6,7	35	24	0	0	0	0	c_som_3_2
Monte_Caseros_Aero	Corrientes	10104	Verano	26	20,2	1013,7	1007,4	20	1,8	4,1	32	20,4	0	0	0	0	c_som_3_2
Ezeiza_Aero	Buenos_Aires_NE	10104	Verano	26,3	17,1	1014,1	1011,8	10,5	3,8	6,7	32	19,6	0	0	0	0	c_som_3_2
Resistencia_Aero	Chaco	10104	Verano	27,1	22,4	1010,8	1004,8	11,1	2,5	4,6	33,7	21,8	0	0	0	0	c_som_3_2
San_Luis_Aero	San_Luis	10104	Verano	25,1	12,1	1006,7	928,7	17,9	4,3	9,8	34	15,4	0	1	0	0	c_som_3_1
Villa_Dolores_Aero	Cordoba_O	10104	Verano	28,6	12,1	1006,7	944,3	22,5	4,6	9,3	34,7	23,5	0	0	0	0	c_som_3_1
Azul_Aero	Buenos_Aires_C	10104	Verano	21,6	15,5	1013,6	996,5	15	3,5	4,6	27,9	13,8	0	0	0	0	c_som_3_2
Corrientes_Aero	Corrientes	10104	Verano	28,3	22,7	1011,1	1004	10,1	3,2	5,7	33,4	20,9	0	0	0	0	c_som_3_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10104	Verano	25,1	18,1	1014,2	1013,5	10,6	4,8	7,7	28	19,8	0	0	0	0	c_som_3_2
Neuquen_Aero	Neuquen_E	10104	Verano	26,1	5,3	1009,9	979,3	13,5	3,6	6,2	32,6	18,8	0	0	0	0	c_som_3_1
San_Rafael_Aero	Mendoza	10104	Verano	25,8	11,8	1007,1	925,7	20	4,9	7,7	34,8	18	0	0	0	0	c_som_3_1
La_Plata	Buenos_Aires_NE	10104	Verano	23,6	18	1014,6	1011,9	9,8	4,3	6,7	28,3	16	0	0	0	0	c_som_3_2
Tucuman_Aero_II	Tucuman	10104	Verano	27,2	19,1	1005,4	955,9	11,9	2,8	5,1	33	21,5	0	0	0	0	c_som_3_1
Tandil_Aero	Buenos_Aires_C	10104	Verano	19,9	14,9	1014,1	993,7	18,2	3,4	5,1	26,8	12	0	0	0	0	c_som_3_2
Tartagal_Aero	Salta	10104	Verano	27,1	19,7	1005,4	956	10	2,2	7,2	33,6	20,7	0	0	0	0	c_som_3_1
Bahia_Blanca_Aero	Buenos_Aires_C	10104	Verano	26,4	13,8	1009,6	1000,1	14,3	9,9	13,4	32	21,6	0	0	0	0	c_som_3_2
San_Julian_Aero	Santa_Cruz_E	10104	Verano	15,2	2,1	1008	1000,6	29,9	6,3	9,3	20	10,4	0	0	0	0	c_som_1_1
General_Pico_Aero	La_Pampa	10104	Verano	22,5	16,8	1009,9	993,2	19,2	4,8	7,2	30	18,6	0	1	0	0	c_som_3_2
Paso_De_Los_Libres_Aero	Corrientes	10104	Verano	26,7	21,4	1013,5	1005,4	10,9	6,1	8,7	33	20,3	0	1	0	0	c_som_3_2
Laboulaye_Aero	Cordoba_S	10104	Verano	21,9	15,4	1010,6	994,7	9,8	2,8	7,2	29,9	15,8	0	1	0	0	c_som_3_2
Mar_Del_Plata_Aero	Buenos_Aires_E	10104	Verano	20,8	17	1014,8	1012,3	9,7	5,5	8,2	26,6	15,5	0	0	0	0	c_som_3_2
Catamarca_Aero_II	Catamarca	10104	Verano	30,2	15,4	1002,9	953,2	20	7,4	12,3	37,1	23,4	0	0	0	0	c_som_3_1
Pilar	Cordoba_C	10104	Verano	23,2	14,6	1011	972,6	17,1	3,6	6,2	30,5	17,1	0	1	0	0	c_som_3_1
Comodoro_Rivadavia_Aero	Chubut	10104	Verano	19,2	4,5	1008,9	1003,5	16,9	6,2	9,8	24,5	13,5	0	0	0	0	c_som_3_2
San_Antonio_Oeste_Aero	Rio_Negro_E	10104	Verano	23	12	1010,3	1008	29,9	5	6,7	32,5	15,6	0	0	0	0	c_som_1_1
Esquel_Aero	Chubut	10104	Verano	16,1	2,9	1012,6	922,5	29,9	4,8	6,2	22,6	11,7	0	0	0	0	c_som_2_1
Presidencia_R_S_Penia_Aero	Chaco	10104	Verano	27,8	21,1	1010	999,4	20	3,9	6,7	34,5	21,3	0	0	0	0	c_som_3_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10104	Verano	29,9	17,6	1006,9	984,5	13,8	2,6	4,1	37,4	23,2	0	0	0	0	c_som_3_2
Posadas_Aero	Misiones	10104	Verano	27,8	22,2	1013,4	999,1	13,4	1,8	5,1	34	23,3	0	0	0	0	c_som_3_2
Oran_Aero	Salta	10104	Verano	27,4	21,4	1006,1	966,6	12,6	1,5	3,1	33,8	21,4	0	0	0	0	c_som_3_2
Cordoba_Aero	Cordoba_C	10104	Verano	22,4	14,2	1010,1	954,2	10,9	4,3	11,3	33	14,1	0	1	0	1	c_som_3_1
Gualeguaychu_Aero	Entre_Rios	10104	Verano	27,2	19	1012,8	1010,1	15	4	6,2	32,7	19,2	0	0	0	0	c_som_3_2
Rosario_Aero	Santa_Fe	10104	Verano	25,4	18,4	1012,3	1009,4	11,7	3,2	9,8	33	19	0	1	0	0	c_som_3_2
Viedma_Aero	Rio_Negro_E	10104	Verano	23,3	13,2	1008,6	1007,8	29,9	3,8	7,7	34,5	14,2	0	1	0	0	c_som_1_1
Reconquista_Aero	Santa_Fe	10104	Verano	27,6	20,7	1011	1004,8	11,1	3,4	5,7	34,8	20,6	0	0	0	0	c_som_3_2
Sauce_Viejo_Aero	Santa_Fe	10104	Verano	27,3	18,7	1011,1	1009	12,1	2,2	2,6	32,8	19,8	0	0	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	10104	Verano	22,2	17,2	1015,1	1014	10	3,5	5,1	28	18	0	0	0	0	c_som_3_2
Bahia_Blanca_Aero	Buenos_Aires_C	10105	Verano	23,1	16,2	1008,5	998,9	12,1	3,1	7,2	33,2	17,8	0	1	0	0	c_som_3_2
Reconquista_Aero	Santa_Fe	10105	Verano	24,2	22,3	1008,3	1002,3	6,8	5,8	9,3	35	21	0	1	0	0	c_som_3_2
Catamarca_Aero_II	Catamarca	10105	Verano	30,2	17,6	1001,5	952	20	7,4	9,8	38,5	23,8	0	0	0	0	c_som_3_1
Pilar	Cordoba_C	10105	Verano	21,8	17,8	1010,1	971,6	16,1	2,6	5,1	32,7	18,6	0	1	0	0	c_som_3_1
General_Pico_Aero	La_Pampa	10105	Verano	22,6	16,8	1008,3	991,7	19,3	5	11,8	30	16	0	0	0	0	c_som_3_2
Esquel_Aero	Chubut	10105	Verano	15,2	3,1	1011,3	921,2	29,9	6,3	9,3	18,8	10	0	0	0	0	c_som_2_1
Iguazu_Aero	Misiones	10105	Verano	26,6	23,4	1011,4	980,9	13,7	3,4	12,3	32	21,5	0	1	0	0	c_som_3_2
Monte_Caseros_Aero	Corrientes	10105	Verano	24,1	21,2	1010,1	1004	12,6	3,1	4,1	33,4	20,8	0	1	0	0	c_som_3_2
Sauce_Viejo_Aero	Santa_Fe	10105	Verano	24,1	21,1	1008,8	1006,7	9,8	4,2	15,4	33,6	20	0	1	0	0	c_som_3_2
Posadas_Aero	Misiones	10105	Verano	26,2	22,4	1010,1	995,9	13,5	3,6	7,7	34	22	0	1	0	0	c_som_3_2
Rosario_Aero	Santa_Fe	10105	Verano	24,5	20,7	1008,5	1005,5	9,8	2,2	4,1	33,8	20,8	1	1	0	0	c_som_3_2
Azul_Aero	Buenos_Aires_C	10105	Verano	23,1	18,5	1007,1	990,2	15	4	5,7	29,2	18,4	0	0	0	0	c_som_3_2
Dolores_Aero	Buenos_Aires_E	10105	Verano	24,5	19,9	1008,4	1007,3	9,8	3,6	5,1	28,8	20	0	1	0	0	c_som_3_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10105	Verano	25,9	20,7	1008,2	1007,5	9,7	5,7	10,3	29	22	0	1	0	0	c_som_3_2
Mendoza_Aero	Mendoza	10105	Verano	27,3	12,5	1005,7	929,2	12,4	2,2	5,1	32,5	21,7	0	1	0	0	c_som_3_1
Tartagal_Aero	Salta	10105	Verano	30,9	20,6	1000	951,5	10	3,9	6,2	36,2	23,6	0	0	0	0	c_som_3_1
Santa_Rosa_Aero	La_Pampa	10105	Verano	21,9	14,9	1009,2	987,1	28,2	3,6	5,7	30,1	12,8	0	1	0	0	c_som_3_1
Ushuaia_Aero_II	Ushuaia	10105	Verano	13,2	3,9	991,9	985,1	16,4	6,6	11,8	16	9	0	0	0	0	c_som_1_2
Cordoba_Aero	Cordoba_C	10105	Verano	20,5	16,9	1009,9	953,9	10,1	3,2	9,3	33,4	17	0	1	0	0	c_som_3_1
Presidencia_R_S_Penia_Aero	Chaco	10105	Verano	31,3	22,6	1005,6	995,2	18,2	6,4	13,4	39,8	25	0	0	0	0	c_som_3_2
San_Luis_Aero	San_Luis	10105	Verano	26,8	10,7	1006,7	928,5	20	6,9	10,3	31,6	15,6	0	0	0	0	c_som_3_1
Gualeguaychu_Aero	Entre_Rios	10105	Verano	26,4	21,1	1008,6	1005,9	15	3,4	6,7	33,3	20,3	0	1	0	0	c_som_3_2
Trelew_Aero	Chubut	10105	Verano	23,4	5,6	1007,8	1002,7	29,9	3,3	5,1	32,2	10,6	0	0	0	0	c_som_1_1
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10105	Verano	30,9	20,4	1004,5	982,3	12,4	3,3	9,3	37,4	26,2	0	0	0	0	c_som_3_2
Concordia_Aero	Entre_Rios	10105	Verano	23,8	20,9	1009,4	1005	13,4	2,6	5,1	33,4	20	0	1	0	0	c_som_3_2
Viedma_Aero	Rio_Negro_E	10105	Verano	26,1	15,1	1007,4	1006,6	24,3	5	10,3	32,7	16	0	1	0	0	c_som_3_2
Neuquen_Aero	Neuquen_E	10105	Verano	25,9	4,7	1008,8	978,1	12,4	4,3	7,7	33,2	17,8	0	0	0	0	c_som_3_1
Ezeiza_Aero	Buenos_Aires_NE	10105	Verano	25	20,4	1008,3	1006	10	5,3	13,9	32,4	19,8	0	1	0	0	c_som_3_2
Comodoro_Rivadavia_Aero	Chubut	10105	Verano	20,6	6,4	1005,3	999,9	16,4	7,5	16,5	25	14	0	0	0	0	c_som_1_2
La_Rioja_Aero	La_Rioja	10105	Verano	29,1	17,3	1004	957,2	20	2,3	5,1	39,6	25,2	0	0	0	0	c_som_3_1
San_Rafael_Aero	Mendoza	10105	Verano	23,6	11	1008,5	926,1	20	2,1	6,7	31,6	16	0	0	0	0	c_som_3_1
Laboulaye_Aero	Cordoba_S	10105	Verano	23,2	16,7	1008,8	993	10	1,2	3,1	30,6	16,6	0	0	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	10105	Verano	20,9	15,8	1009,9	954,8	14	2,1	4,1	30,6	15,1	0	0	0	0	c_som_3_1
San_Martin_Mza	Mendoza	10105	Verano	26,4	12,5	1007,1	935,3	15	2	3,6	33,5	20,7	0	0	0	0	c_som_3_1
Mar_Del_Plata_Aero	Buenos_Aires_E	10105	Verano	21,1	19,6	1007,9	1005,4	5,8	3,6	6,7	27,6	19,6	0	1	0	0	c_som_3_2
La_Plata	Buenos_Aires_NE	10105	Verano	26,2	20,7	1007,8	1005,1	10	4,4	5,7	29,4	18,5	0	1	0	0	c_som_3_2
Rio_Gallegos_Aero	Santa_Cruz_S	10105	Verano	16,1	3,9	996,6	994,4	17,5	5,9	12,9	22,5	10,5	0	0	0	0	c_som_1_2
Junin_Aero	Buenos_Aires_N	10105	Verano	22,1	18,6	1008	998,7	11,6	3,4	6,2	31,6	18,7	0	0	0	0	c_som_3_2
Chamical_Aero	La_Rioja	10105	Verano	27,4	17,4	1005,8	954,9	20	1,3	5,1	38,5	21,8	0	0	0	0	c_som_3_1
Tucuman_Aero_II	Tucuman	10105	Verano	28,7	21,1	1003	953,9	11,1	3,8	9,3	36,2	23	0	0	0	0	c_som_3_1
San_Juan_Aero_II	San_Juan	10105	Verano	25,7	12,1	1006,5	940,5	14,2	6,1	13,4	33,6	20	0	1	0	0	c_som_3_1
Villa_Dolores_Aero	Cordoba_O	10105	Verano	25,6	14,8	1006,6	943,8	27,5	2,9	4,1	34,2	17,3	0	1	0	0	c_som_3_1
Formosa_Aero	Formosa	10105	Verano	30,6	23,9	1007,8	1001,2	13,7	5,4	9,3	36	24	0	0	0	0	c_som_3_2
Tandil_Aero	Buenos_Aires_C	10105	Verano	22,1	18,6	1007,2	987,2	14	3,6	7,7	27,6	18	0	1	0	0	c_som_3_2
Marcos_Juarez_Aero	Cordoba_E	10105	Verano	22,8	20	1008,3	995,2	15,4	3,3	6,7	30,7	18,7	1	0	0	0	c_som_3_2
Resistencia_Aero	Chaco	10105	Verano	27,9	22,9	1007,3	1001,4	11,4	4,4	9,3	37	20,3	0	1	0	0	c_som_3_2
Paso_De_Los_Libres_Aero	Corrientes	10105	Verano	23,2	21,6	1009,4	1001,4	8,4	5,5	11,3	28,4	20,6	0	1	0	0	c_som_3_2
Corrientes_Aero	Corrientes	10105	Verano	27,9	22,8	1007,8	1000,8	9,8	6	15,4	36	21	0	1	0	0	c_som_3_2
Ceres_Aero	Santa_Fe	10105	Verano	24,5	20,8	1008,3	998,2	12,9	5,7	8,7	36,4	13	0	1	0	0	c_som_3_2
Rio_Cuarto_Aero	Cordoba_S	10105	Verano	22,7	16,3	1008,9	961,2	12,2	4	8,2	30	17,4	0	0	0	0	c_som_3_1
Rio_Cuarto_Aero	Cordoba_S	10106	Verano	24,2	14,6	1005,7	958,6	12,2	4,7	10,3	31,7	19,5	0	0	0	0	c_som_3_1
Posadas_Aero	Misiones	10106	Verano	24,4	21,7	1008,3	993,9	13,2	1,6	6,2	31,3	19,3	0	1	0	0	c_som_3_2
Aeroparque_B_Aires_Aero	Buenos_Aires_NE	10106	Verano	25,2	20	1006,5	1005,7	10	3,2	4,6	29,5	21,3	0	0	0	0	c_som_3_2
Pilar	Cordoba_C	10106	Verano	22,7	18,2	1008,4	969,9	16,9	4,4	9,3	27,6	18,4	0	1	0	0	c_som_3_1
Chamical_Aero	La_Rioja	10106	Verano	27,4	17,1	1005,8	954,6	20	2,1	6,2	30,7	21	0	0	0	0	c_som_3_1
Resistencia_Aero	Chaco	10106	Verano	24,2	20,3	1007	1001	12,1	3,5	6,2	36,6	19,9	0	1	0	0	c_som_3_2
Corrientes_Aero	Corrientes	10106	Verano	24,2	20,5	1007,2	1000	10,6	4,6	8,2	35,8	20,4	0	1	0	0	c_som_3_2
Marcos_Juarez_Aero	Cordoba_E	10106	Verano	24,1	20,1	1007,2	994,2	18,8	3,2	5,7	29,7	17,7	0	0	0	0	c_som_3_2
San_Rafael_Aero	Mendoza	10106	Verano	25,6	10,9	1004,2	922,4	20	2,4	5,1	36,2	15,4	0	0	0	0	c_som_3_1
Ceres_Aero	Santa_Fe	10106	Verano	22,9	19,8	1008,8	998,6	13,2	3	6,2	26,4	19	0	1	0	0	c_som_3_2
Azul_Aero	Buenos_Aires_C	10106	Verano	22	15,7	1005,9	988,9	11,3	4,4	7,7	29,9	11,5	1	0	0	0	c_som_3_2
Gualeguaychu_Aero	Entre_Rios	10106	Verano	25,9	20,3	1006,7	1004,1	13	2,4	5,1	30,4	18,9	0	0	0	0	c_som_3_2
San_Luis_Aero	San_Luis	10106	Verano	27	13,2	1003,9	926,2	20	5,9	11,3	32,8	20,3	0	0	0	0	c_som_3_1
San_Martin_Mza	Mendoza	10106	Verano	27,7	12,6	1003,6	932,3	15	3,3	4,1	34,8	19,5	0	0	0	0	c_som_3_1
Viedma_Aero	Rio_Negro_E	10106	Verano	29,5	9	996,8	995,9	29,9	8,4	15,4	36,7	19,5	0	0	0	0	c_som_3_1
La_Plata	Buenos_Aires_NE	10106	Verano	24,7	19,6	1006,6	1004	9,5	2,3	3,6	29,4	18,2	0	0	0	0	c_som_3_2
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10106	Verano	23,8	20,5	1007,3	984,7	11,9	2,8	5,1	35	21,4	0	1	0	0	c_som_3_2
Rio_Gallegos_Aero	Santa_Cruz_S	10106	Verano	13,2	1,8	980,1	978,1	17,5	10,2	17	23,4	5,5	0	1	0	0	c_som_1_2
Dolores_Aero	Buenos_Aires_E	10106	Verano	22,5	17,5	1005,9	1004,9	10	3	5,1	29,4	17	0	0	0	0	c_som_3_2
Santa_Rosa_Aero	La_Pampa	10106	Verano	26,3	14,8	1004,7	983	23,5	4,4	7,7	35	18	0	0	0	0	c_som_3_1
Presidencia_R_S_Penia_Aero	Chaco	10106	Verano	25,3	20,6	1006	995,5	18,2	6,2	7,7	40	20,6	0	1	0	0	c_som_3_2
Mendoza_Aero	Mendoza	10106	Verano	28,4	12,1	1002,3	926,3	12,1	2,3	4,1	36	20,4	0	1	0	0	c_som_3_1
Monte_Caseros_Aero	Corrientes	10106	Verano	21,2	19,7	1008,9	1002,6	14,5	2,2	4,1	24,8	18,3	0	1	0	0	c_som_3_2
Villa_Reynolds_Aero	San_Luis	10106	Verano	24,9	16,3	1005,9	951,5	14,6	2,2	4,1	34,5	14,8	0	0	0	0	c_som_3_1
Tucuman_Aero_II	Tucuman	10106	Verano	21,9	20,2	1006,3	956,4	6,8	3,6	6,2	36,6	20	0	1	0	0	c_som_3_1
Villa_Dolores_Aero	Cordoba_O	10106	Verano	26,6	17,4	1006	943,2	27,5	3,1	7,7	34,3	19,1	0	1	0	0	c_som_3_1
Oran_Aero	Salta	10106	Verano	26,8	21,5	1001,1	962	10,8	3,4	6,2	37,2	19,9	0	0	0	0	c_som_3_1
Junin_Aero	Buenos_Aires_N	10106	Verano	23,5	18,2	1006,4	997	9,5	3,1	5,7	30	16,2	1	0	0	0	c_som_3_2
Paso_De_Los_Libres_Aero	Corrientes	10106	Verano	21,7	20,2	1008,1	999,9	10,3	3,9	7,7	27	19,4	0	1	0	0	c_som_3_2
Cordoba_Aero	Cordoba_C	10106	Verano	21,8	16,9	1007,7	951,7	10,8	3,8	6,7	28	17,5	0	1	0	0	c_som_3_1
Rosario_Aero	Santa_Fe	10106	Verano	24,7	19,7	1007,3	1004,4	10,8	2,6	5,7	30,1	18,2	0	0	0	0	c_som_3_2
Ushuaia_Aero_II	Ushuaia	10106	Verano	7,5	4,1	977,4	970,7	13	7,6	15,4	16,4	5	0	1	0	0	c_som_1_2
Mar_Del_Plata_Aero	Buenos_Aires_E	10106	Verano	21,9	17,4	1004,4	1002	8,5	4,8	9,8	29,2	16,4	0	1	0	0	c_som_3_2
Reconquista_Aero	Santa_Fe	10106	Verano	22,4	20,6	1007,8	1001,6	10,6	3,3	7,2	26,4	20	0	1	0	0	c_som_3_2
Catamarca_Aero_II	Catamarca	10106	Verano	24,7	18,4	1004,3	953,9	16,3	4,9	12,9	32	20,5	0	1	0	0	c_som_3_1
Bahia_Blanca_Aero	Buenos_Aires_C	10106	Verano	25,8	14,3	1002,6	993,1	15	7,8	12,9	34	18	0	0	0	0	c_som_3_2
Concordia_Aero	Entre_Rios	10106	Verano	22,3	20,1	1008	1003,6	13,4	1,7	3,1	28	17,8	0	0	0	0	c_som_3_2
Esquel_Aero	Chubut	10106	Verano	13,5	5,2	999,2	910	19,3	9,1	14,4	16,6	7,8	0	1	0	0	c_som_2_1
San_Julian_Aero	Santa_Cruz_E	10106	Verano	18,9	-0,4	983,9	976,8	28,3	11,6	15,4	26	14,6	0	0	0	0	c_som_1_1
Iguazu_Aero	Misiones	10106	Verano	26,1	23,7	1008,6	978,1	12,2	3,7	12,9	33	20,8	0	1	0	0	c_som_3_2
Ezeiza_Aero	Buenos_Aires_NE	10106	Verano	24,4	18,9	1006,6	1004,3	9,3	2,2	3,6	30,2	17,4	0	0	0	0	c_som_3_2
Neuquen_Aero	Neuquen_E	10106	Verano	27,6	5,2	1003,2	972,6	14,2	8,7	16,5	34	16,8	0	0	0	0	c_som_3_1
Formosa_Aero	Formosa	10106	Verano	27,3	23,3	1006,1	999,4	14,2	4,5	9,3	37	22,9	0	0	0	0	c_som_3_2
Sauce_Viejo_Aero	Santa_Fe	10106	Verano	24,2	20,3	1007,7	1005,6	11,1	1,4	2,6	29,4	20,1	0	0	0	0	c_som_3_2
Laboulaye_Aero	Cordoba_S	10106	Verano	25,3	16,9	1006,7	991	9,8	1,3	5,1	32,8	17,2	0	0	0	0	c_som_3_2
Trelew_Aero	Chubut	10106	Verano	23,3	5,6	996,9	992	29,9	5	11,8	32,8	17	0	0	0	0	c_som_1_1
Tandil_Aero	Buenos_Aires_C	10106	Verano	21,5	14,3	1005,3	985,3	14,8	3,8	7,7	30	11	0	0	0	0	c_som_3_2
General_Pico_Aero	La_Pampa	10106	Verano	26	16,3	1005,3	988,9	19,3	5,2	12,9	33,8	16	0	0	0	0	c_som_3_1
Tartagal_Aero	Salta	10106	Verano	28,2	21,4	999,8	951,1	9,8	1,5	5,1	36,8	24,4	0	1	0	0	c_som_3_1
Comodoro_Rivadavia_Aero	Chubut	10106	Verano	21,6	4	991,2	985,9	16,7	9,6	13,9	26,3	18,5	0	0	0	0	c_som_3_1
San_Juan_Aero_II	San_Juan	10106	Verano	28,5	9,9	1003	937,7	15	3,1	6,2	36	19	0	0	0	0	c_som_3_1
La_Rioja_Aero	La_Rioja	10106	Verano	27,8	18,3	1004,1	956,8	18,8	3,7	5,1	31,6	21,2	0	0	0	0	c_som_3_1
Esquel_Aero	Chubut	10107	Verano	8,7	-1	1001,2	910	29,9	9,3	17	11,8	4,2	0	1	0	0	c_som_1_2
Junin_Aero	Buenos_Aires_N	10107	Verano	24,4	18,6	1002,4	993,2	11,7	3,3	4,1	30,3	18,5	0	0	0	0	c_som_3_2
Gualeguaychu_Aero	Entre_Rios	10107	Verano	27,4	20,9	1003,2	1000,5	15	2,4	5,1	30,9	21,5	0	0	0	0	c_som_3_2
Ezeiza_Aero	Buenos_Aires_NE	10107	Verano	27,2	20,4	1003	1000,6	10,1	3,3	5,7	32	22,8	0	1	0	0	c_som_3_2
El_Bolson	Rio_Negro_O	10107	Verano	12,8	4,4	1008,2	968,5	23,8	8,8	13,9	16,3	5,7	0	1	0	0	c_som_1_2
Laboulaye_Aero	Cordoba_S	10107	Verano	25,4	17,3	1001,9	986,4	10	4,1	8,2	33,2	20	0	0	0	0	c_som_3_2
Tartagal_Aero	Salta	10107	Verano	25,6	21,8	999,7	950,5	7,1	1,3	6,2	33	21	0	1	0	0	c_som_3_1
Viedma_Aero	Rio_Negro_E	10107	Verano	22,8	1,3	1000,2	999,4	29,9	7,3	12,3	37,6	12,4	0	0	0	0	c_som_1_1
Oran_Aero	Salta	10107	Verano	25,3	22,7	1000,5	961	8	3,1	5,1	32,2	22,1	0	1	0	0	c_som_3_2
Azul_Aero	Buenos_Aires_C	10107	Verano	23,9	16,5	1001,9	985,2	13,2	4,5	6,2	30,4	19,5	0	1	0	0	c_som_3_2
San_Julian_Aero	Santa_Cruz_E	10107	Verano	16,4	-1,5	983,8	976,6	29,9	12	13,4	21,1	6,5	0	0	0	0	c_som_1_1
Resistencia_Aero	Chaco	10107	Verano	25,3	22,8	1002,3	996,3	9	2	6,7	29,6	21,4	0	1	0	0	c_som_3_2
Reconquista_Aero	Santa_Fe	10107	Verano	24,7	21,9	1003,1	997	11,1	2,3	5,1	29,6	21,5	0	1	0	0	c_som_3_2
Iguazu_Aero	Misiones	10107	Verano	23,6	22,2	1006,7	976	12,1	4,3	9,3	33,6	19,7	0	1	0	0	c_som_3_2
Cordoba_Aero	Cordoba_C	10107	Verano	23,9	17,5	1001,8	946,4	10,9	2,8	5,1	31	16,3	0	0	0	0	c_som_3_1
Ceres_Aero	Santa_Fe	10107	Verano	26,9	21,1	1003,4	993,3	13	2,9	4,6	32,8	20,8	0	0	0	0	c_som_3_2
San_Luis_Aero	San_Luis	10107	Verano	26,2	14,1	999,8	922,5	20	7,4	11,8	31,3	21,1	0	0	0	0	c_som_3_1
Villa_Dolores_Aero	Cordoba_O	10107	Verano	27,6	14,9	1001,1	938,8	29,9	3,3	6,7	35,8	19,6	0	0	0	0	c_som_3_1
La_Rioja_Aero	La_Rioja	10107	Verano	31,7	16,6	998,3	951,5	20	2,9	5,1	39,2	20	0	0	0	0	c_som_3_1
Paso_De_Los_Libres_Aero	Corrientes	10107	Verano	22,9	21,8	1003,9	995,8	8,9	3,9	7,7	26,6	20,4	0	1	0	0	c_som_3_2
San_Juan_Aero_II	San_Juan	10107	Verano	29,6	14,3	997,5	932,9	15	3,7	11,3	37,4	20,5	0	0	0	0	c_som_3_1
Ushuaia_Aero_II	Ushuaia	10107	Verano	7,8	3,3	973	966,1	17,2	4,9	13,9	12,2	4	0	1	0	0	c_som_1_2
Catamarca_Aero_II	Catamarca	10107	Verano	28,1	13,1	998,5	948	20,9	5	9,3	38,5	20	0	0	0	0	c_som_3_1
Santiago_Del_Estero_Aero	Santiago_Del_Estero	10107	Verano	24,6	19,9	1002,6	980	11,4	1,6	4,1	33	18,6	0	1	0	0	c_som_3_2
Chamical_Aero	La_Rioja	10107	Verano	29,3	17,5	1000,7	949,9	20	1,9	5,1	37,2	19	0	0	0	0	c_som_3_1
Trelew_Aero	Chubut	10107	Verano	18,4	-2,1	996,8	991,8	27,7	10,2	15,4	29,9	14	0	0	0	0	c_som_1_2
Tucuman_Aero_II	Tucuman	10107	Verano	24,2	20,1	1001,7	951,7	9,7	2,2	5,1	32,2	18,3	1	1	0	0	c_som_3_1
Formosa_Aero	Formosa	10107	Verano	26,7	24,3	1002,7	995,9	13,4	3,6	6,7	32	21,6	0	1	0	0	c_som_3_2
Concordia_Aero	Entre_Rios	10107	Verano	24,7	21,6	1003,7	999,3	15	2	3,1	28,6	20,6	0	1	0	0	c_som_3_2
Corrientes_Aero	Corrientes	10107	Verano	24,7	22,7	1002,4	995,3	7,7	2,8	6,7	29,4	21	0	1	0	0	c_som_3_2
Monte_Caseros_Aero	Corrientes	10107	Verano	23,3	21,9	1004,6	998,4	14,5	2,3	3,6	26,6	20,4	0	1	0	0	c_som_3_2
Rio_Gallegos_Aero	Santa_Cruz_S	10107	Verano	12,1	-1,3	980	977,8	17,4	11,1	15,4	17	7,2	0	1	0	0	c_som_1_2
Rosario_Aero	Santa_Fe	10107	Verano	26,3	20,3	1002,5	999,6	12,1	2,4	4,1	31,6	20,8	0	0	0	0	c_som_3_2
Posadas_Aero	Misiones	10107	Verano	24,5	21,8	1004,3	990	13,2	2	7,7	29	21,6	0	1	0	0	c_som_3_2
San_Martin_Mza	Mendoza	10107	Verano	28,2	15,8	998,6	927,9	15	2,2	4,1	36,4	20,3	0	0	0	0	c_som_3_1
Sauce_Viejo_Aero	Santa_Fe	10107	Verano	25,9	21,4	1002,9	1000,8	12,1	2,1	4,1	31,5	21,8	0	0	0	0	c_som_3_2
Comodoro_Rivadavia_Aero	Chubut	10107	Verano	15,3	0,5	991,3	986	14,3	12,4	18	24,8	8,6	0	0	0	0	c_som_1_2
Tandil_Aero	Buenos_Aires_C	10107	Verano	23	16,4	1001,6	981,7	17,5	4	5,7	30,8	11	0	0	0	0	c_som_3_2
Santa_Rosa_Aero	La_Pampa	10107	Verano	26,2	6,6	1001,7	980,2	16,3	5,7	10,3	35,7	20,7	0	1	0	0	c_som_3_1
